District,Crop,Soil,Area_Hectares,Motor_HP,Total_Liters_Used,Irrigation_Hours
Sukkur,Maize,Loam,4.64,10.0,5569642.62,50.29
Faisalabad,Rice,Loam,2.59,5.0,4039601.72,177.59
Lahore,Rice,Loam,19.96,10.0,29944527.32,685.01
Faisalabad,Maize,Loam,16.5,50.0,16921697.98,71.5
Sukkur,Rice,Loam,2.94,25.0,3960033.56,14.31
Sukkur,Wheat,Loam,3.56,7.5,4756470.32,56.43
Faisalabad,Maize,Clay,10.06,15.0,8254589.31,113.66
Bahawalpur,Maize,Loam,4.24,25.0,4652105.31,51.43
Sargodha,Sugarcane,Loam,19.5,50.0,26082434.51,56.5
Multan,Sugarcane,Loam,13.14,50.0,11194242.39,32.27
Sukkur,Wheat,Loam,15.99,30.0,10567961.73,31.16
Sargodha,Cotton,Sandy,4.25,25.0,8023000.03,34.18
Lahore,Cotton,Loam,7.09,10.0,7369891.37,181.13
Lahore,Sugarcane,Sandy,11.51,40.0,23406244.93,142.0
Faisalabad,Cotton,Loam,2.86,20.0,3481868.49,35.86
Lahore,Sugarcane,Loam,5.97,15.0,6995758.23,104.52
Hyderabad,Sugarcane,Sandy,11.24,7.5,19456669.08,193.95
Faisalabad,Rice,Loam,2.21,5.0,2721310.54,119.96
Sargodha,Rice,Sandy,18.22,25.0,38035018.93,159.02
Sargodha,Wheat,Loam,10.98,50.0,14143125.59,32.07
Faisalabad,Wheat,Clay,8.34,10.0,8439039.87,191.6
Sukkur,Wheat,Clay,13.83,40.0,11215829.3,26.2
Hyderabad,Cotton,Loam,10.5,15.0,10710254.3,53.36
Hyderabad,Wheat,Clay,13.68,5.0,12301647.87,185.14
Sukkur,Wheat,Clay,7.23,40.0,6591738.41,14.32
Hyderabad,Sugarcane,Sandy,8.62,5.0,14163235.82,212.11
Faisalabad,Cotton,Loam,11.6,7.5,14819830.61,420.33
Hyderabad,Wheat,Sandy,18.33,30.0,30210889.61,74.0
Sukkur,Sugarcane,Clay,17.38,20.0,16975271.38,80.56
Bahawalpur,Maize,Clay,8.78,5.0,5967175.18,311.37
Multan,Cotton,Sandy,12.37,15.0,19529847.86,191.47
Sukkur,Wheat,Loam,10.05,10.0,11336643.18,99.49
Lahore,Wheat,Sandy,4.5,15.0,8078443.19,129.7
Sukkur,Maize,Loam,12.85,5.0,8956346.78,159.74
Bahawalpur,Cotton,Loam,2.55,7.5,3068552.51,114.81
Bahawalpur,Wheat,Sandy,19.59,30.0,28528644.39,254.67
Sargodha,Maize,Clay,13.53,30.0,11423537.55,39.3
Sargodha,Maize,Clay,9.38,40.0,6919506.42,18.6
Lahore,Cotton,Loam,9.74,25.0,10538069.83,97.24
Multan,Wheat,Sandy,11.79,40.0,17145503.44,65.0
Hyderabad,Cotton,Clay,9.59,10.0,10933613.47,78.67
Multan,Cotton,Clay,11.15,15.0,10740146.37,99.0
Hyderabad,Rice,Loam,3.0,7.5,5492210.1,50.26
Multan,Cotton,Clay,10.72,50.0,9695209.48,29.47
Multan,Maize,Sandy,13.89,50.0,14625383.89,42.72
Sargodha,Wheat,Clay,11.17,20.0,8595490.86,46.69
Faisalabad,Cotton,Clay,15.86,25.0,16935624.69,146.19
Faisalabad,Sugarcane,Sandy,6.73,25.0,14085641.31,120.06
Faisalabad,Cotton,Sandy,12.68,30.0,18847066.14,133.47
Faisalabad,Sugarcane,Loam,14.75,15.0,17454172.93,260.03
Bahawalpur,Rice,Sandy,19.34,15.0,36206460.47,655.22
Sargodha,Cotton,Clay,10.72,7.5,10350505.8,142.21
Faisalabad,Rice,Clay,15.44,7.5,19216910.56,549.24
Faisalabad,Sugarcane,Loam,15.4,20.0,20217731.67,224.8
Sargodha,Cotton,Sandy,19.35,30.0,20260840.64,72.7
Hyderabad,Maize,Sandy,12.85,10.0,22506278.12,168.82
Lahore,Wheat,Clay,17.77,25.0,12122617.18,113.57
Lahore,Sugarcane,Clay,11.88,30.0,9244883.77,70.84
Sukkur,Cotton,Clay,3.84,20.0,3935240.69,17.29
Sargodha,Wheat,Clay,12.74,20.0,12275075.04,69.28
Bahawalpur,Rice,Sandy,5.98,7.5,12700863.25,470.41
Sukkur,Cotton,Clay,18.17,40.0,17648875.51,38.64
Sargodha,Sugarcane,Clay,6.0,30.0,5333090.5,19.66
Sukkur,Wheat,Sandy,1.33,15.0,2076461.25,13.01
Lahore,Wheat,Sandy,4.64,10.0,7810784.6,186.22
Faisalabad,Maize,Sandy,3.71,20.0,5450954.24,56.41
Multan,Rice,Clay,2.49,10.0,3116205.02,42.79
Sargodha,Wheat,Clay,14.85,5.0,14110302.25,300.05
Hyderabad,Sugarcane,Sandy,18.91,25.0,35052486.71,101.43
Sukkur,Cotton,Sandy,13.13,40.0,20283166.69,47.19
Bahawalpur,Sugarcane,Sandy,4.73,20.0,8058211.65,106.01
Faisalabad,Wheat,Sandy,7.64,10.0,12297741.61,278.92
Lahore,Rice,Sandy,4.2,20.0,7327825.59,88.63
Bahawalpur,Wheat,Sandy,7.1,30.0,13276764.08,119.31
Multan,Sugarcane,Sandy,10.71,50.0,20407452.76,56.01
Sukkur,Rice,Sandy,11.56,20.0,25677661.82,117.36
Bahawalpur,Maize,Clay,6.1,50.0,6410165.35,33.33
Lahore,Sugarcane,Clay,13.19,50.0,14915548.31,70.03
Faisalabad,Sugarcane,Loam,5.32,50.0,8479444.08,37.81
Sargodha,Sugarcane,Clay,1.18,30.0,1414106.15,5.35
Faisalabad,Cotton,Sandy,7.48,30.0,11018964.4,83.15
Hyderabad,Wheat,Clay,18.8,7.5,14464353.23,143.47
Sargodha,Maize,Loam,1.58,7.5,1558430.01,21.35
Multan,Wheat,Loam,2.79,40.0,3051736.77,10.55
Lahore,Sugarcane,Loam,9.7,10.0,11421600.32,264.54
Bahawalpur,Sugarcane,Sandy,12.25,15.0,16723139.86,291.97
Faisalabad,Cotton,Loam,5.45,20.0,8636475.18,93.18
Hyderabad,Wheat,Loam,13.55,20.0,15435019.96,54.13
Bahawalpur,Maize,Clay,18.61,50.0,15768960.89,84.68
Lahore,Cotton,Sandy,12.12,30.0,21776242.7,165.11
Faisalabad,Maize,Sandy,1.13,10.0,1933391.27,41.33
Lahore,Rice,Clay,14.61,40.0,15310088.03,94.18
Multan,Wheat,Sandy,16.44,40.0,25715803.88,96.3
Faisalabad,Sugarcane,Sandy,13.86,5.0,22505631.53,994.16
Hyderabad,Cotton,Loam,10.07,40.0,12821926.76,22.84
Sargodha,Wheat,Loam,7.45,15.0,7612359.49,52.23
Bahawalpur,Cotton,Clay,19.43,50.0,16394508.11,91.01
Multan,Maize,Clay,6.47,25.0,5575486.34,31.64
Lahore,Cotton,Loam,3.0,10.0,3691316.72,84.82
Multan,Rice,Clay,8.76,15.0,9905994.64,91.89
Faisalabad,Maize,Clay,19.51,25.0,17611558.99,152.63
Sargodha,Maize,Loam,9.05,25.0,9425974.49,42.81
Sargodha,Sugarcane,Clay,18.53,15.0,23506274.26,165.22
Sargodha,Maize,Clay,3.09,40.0,2389522.87,6.41
Sukkur,Wheat,Sandy,1.88,15.0,2796719.42,17.32
Hyderabad,Cotton,Sandy,13.64,30.0,24540850.69,59.89
Multan,Cotton,Sandy,16.62,7.5,24269714.56,471.83
Lahore,Wheat,Loam,1.56,5.0,1218256.83,58.39
Sukkur,Wheat,Loam,4.11,20.0,5374946.13,24.29
Hyderabad,Sugarcane,Clay,9.34,10.0,10331817.27,75.0
Bahawalpur,Cotton,Sandy,10.37,50.0,15715354.18,80.93
Lahore,Cotton,Loam,17.25,20.0,19716808.42,221.11
Lahore,Cotton,Clay,4.42,30.0,4142270.01,32.13
Hyderabad,Sugarcane,Clay,5.03,50.0,5515815.99,7.98
Bahawalpur,Maize,Clay,9.23,30.0,8555867.04,76.99
Multan,Wheat,Loam,15.85,15.0,15293193.18,143.07
Bahawalpur,Wheat,Loam,17.75,15.0,26875415.56,462.09
Lahore,Rice,Clay,6.61,30.0,9525188.76,71.92
Sukkur,Sugarcane,Clay,7.56,30.0,7158043.28,22.12
Bahawalpur,Sugarcane,Clay,5.11,20.0,5723836.87,75.56
Faisalabad,Cotton,Sandy,14.14,10.0,18980264.53,428.34
Lahore,Rice,Sandy,13.41,25.0,30747694.09,297.53
Bahawalpur,Sugarcane,Sandy,18.87,15.0,39476186.56,721.48
Lahore,Maize,Sandy,3.86,40.0,5935516.91,33.8
Multan,Rice,Loam,13.29,20.0,19235429.91,133.42
Sargodha,Rice,Clay,12.21,5.0,14555489.11,331.55
Sargodha,Maize,Clay,6.76,10.0,5962703.51,62.61
Hyderabad,Wheat,Loam,2.21,30.0,2872278.0,7.17
Hyderabad,Maize,Loam,13.53,25.0,13304021.74,39.08
Lahore,Wheat,Clay,3.33,20.0,2564243.12,30.21
Multan,Sugarcane,Clay,9.59,10.0,12154687.62,166.86
Hyderabad,Sugarcane,Sandy,14.08,25.0,25670925.16,72.51
Multan,Wheat,Sandy,14.82,15.0,23416339.8,232.25
Faisalabad,Maize,Sandy,4.67,5.0,7221344.23,318.34
Lahore,Rice,Loam,15.57,50.0,21892621.81,98.36
Bahawalpur,Cotton,Clay,16.81,5.0,15166906.11,838.0
Lahore,Cotton,Loam,1.67,30.0,1617741.46,12.51
Lahore,Sugarcane,Loam,14.9,40.0,15953929.44,89.74
Multan,Cotton,Clay,6.73,25.0,6317521.11,36.49
Sukkur,Wheat,Loam,18.35,7.5,15871306.94,186.91
Bahawalpur,Wheat,Sandy,8.45,40.0,14786870.2,97.28
Faisalabad,Cotton,Sandy,17.07,10.0,25276376.63,531.15
Hyderabad,Rice,Clay,16.84,40.0,19708707.28,36.89
Sukkur,Cotton,Sandy,6.44,7.5,10493441.42,121.13
Bahawalpur,Rice,Sandy,18.82,15.0,33733823.94,596.92
Sukkur,Sugarcane,Clay,12.66,15.0,13618801.93,80.84
Sukkur,Maize,Loam,18.96,15.0,20530789.86,119.55
Lahore,Maize,Loam,15.76,10.0,11399511.6,264.75
Sargodha,Sugarcane,Loam,8.5,7.5,12464336.06,177.47
Sargodha,Cotton,Sandy,4.23,15.0,6367965.95,45.4
Faisalabad,Maize,Clay,7.74,40.0,5636981.73,30.51
Faisalabad,Wheat,Loam,10.05,40.0,10092771.83,53.62
Lahore,Maize,Sandy,14.15,40.0,21275758.88,124.26
Multan,Maize,Loam,18.7,30.0,21643328.7,107.63
Bahawalpur,Sugarcane,Clay,8.87,7.5,8331780.25,300.9
Multan,Cotton,Loam,2.12,15.0,3000885.54,28.36
Bahawalpur,Sugarcane,Sandy,5.78,15.0,12399163.14,217.1
Faisalabad,Wheat,Sandy,14.18,50.0,16224605.0,69.88
Hyderabad,Maize,Clay,9.77,15.0,9467060.31,43.81
Sukkur,Maize,Sandy,15.07,25.0,14497937.74,50.58
Multan,Cotton,Sandy,16.07,10.0,22293884.8,319.8
Hyderabad,Wheat,Clay,9.01,10.0,8533053.15,63.42
Faisalabad,Rice,Sandy,4.28,20.0,7305387.92,75.53
Lahore,Rice,Sandy,2.57,7.5,4939304.61,161.73
Hyderabad,Wheat,Clay,7.76,50.0,6283048.33,9.17
Bahawalpur,Cotton,Sandy,7.15,10.0,12716324.91,340.54
Multan,Rice,Sandy,3.49,20.0,8095198.89,61.25
Lahore,Maize,Loam,14.16,50.0,12447191.71,59.19
Lahore,Sugarcane,Sandy,16.1,25.0,29619982.5,263.69
Sargodha,Sugarcane,Clay,19.42,50.0,13965882.83,30.71
Faisalabad,Sugarcane,Clay,2.87,40.0,3388177.75,17.57
Faisalabad,Rice,Loam,16.16,50.0,17626847.95,73.24
Multan,Sugarcane,Sandy,17.99,40.0,29899225.45,104.24
Multan,Cotton,Sandy,8.74,15.0,14063988.27,131.28
Sukkur,Cotton,Clay,18.18,50.0,20618041.53,37.3
Bahawalpur,Cotton,Sandy,13.23,7.5,21985520.23,814.91
Sargodha,Sugarcane,Sandy,9.31,25.0,15909330.29,65.83
Sukkur,Maize,Sandy,1.84,20.0,2184893.07,9.83
Faisalabad,Cotton,Sandy,7.36,5.0,11185523.67,465.85
Sukkur,Maize,Sandy,5.68,30.0,6768394.06,20.86
Bahawalpur,Cotton,Sandy,14.32,15.0,25733880.66,471.67
Faisalabad,Cotton,Clay,4.01,5.0,4140199.25,176.73
Sukkur,Maize,Clay,5.83,10.0,4799807.58,41.73
Bahawalpur,Cotton,Sandy,6.38,7.5,9130435.85,326.54
Lahore,Sugarcane,Loam,17.58,7.5,24194989.79,753.84
Multan,Cotton,Loam,1.09,30.0,1110375.04,5.52
Multan,Wheat,Sandy,2.93,30.0,4639437.94,21.69
Faisalabad,Sugarcane,Clay,5.38,50.0,4698992.94,20.16
Faisalabad,Rice,Clay,3.74,10.0,5173214.87,111.33
Sargodha,Maize,Clay,1.55,50.0,1496635.17,3.16
Multan,Maize,Sandy,15.8,25.0,17046246.87,94.29
Sargodha,Maize,Sandy,13.62,50.0,23905844.41,50.54
Bahawalpur,Maize,Sandy,17.19,10.0,25104366.09,647.25
Hyderabad,Sugarcane,Loam,17.09,10.0,18124023.07,124.02
Faisalabad,Wheat,Sandy,11.41,25.0,15079515.18,130.96
Sukkur,Sugarcane,Clay,10.76,40.0,15206935.28,34.13
Hyderabad,Wheat,Clay,16.37,40.0,16562415.2,28.69
Sargodha,Sugarcane,Loam,4.72,20.0,5632407.07,31.12
Faisalabad,Rice,Loam,9.91,25.0,14533682.17,128.17
Lahore,Sugarcane,Clay,12.77,20.0,14731833.0,170.85
Lahore,Maize,Sandy,15.25,5.0,21158383.06,948.25
Lahore,Rice,Loam,6.24,15.0,10295284.4,158.59
Faisalabad,Sugarcane,Loam,7.35,20.0,8004509.66,89.47
Lahore,Cotton,Loam,1.75,10.0,2084193.87,50.47
Faisalabad,Wheat,Loam,4.06,25.0,4377509.5,38.66
Sargodha,Cotton,Sandy,11.68,5.0,21019481.69,446.31
Sukkur,Sugarcane,Loam,16.35,15.0,13149586.39,77.17
Hyderabad,Maize,Sandy,12.69,25.0,20499621.4,60.11
Bahawalpur,Cotton,Loam,16.01,40.0,20252918.64,131.93
Lahore,Sugarcane,Clay,1.82,7.5,2034646.07,64.76
Faisalabad,Maize,Clay,3.49,25.0,2743467.25,22.99
Bahawalpur,Cotton,Loam,1.17,40.0,1432127.67,9.25
Lahore,Maize,Loam,1.92,30.0,1773702.66,14.16
Hyderabad,Rice,Loam,14.77,5.0,17833739.63,261.52
Lahore,Wheat,Sandy,15.07,20.0,25989021.26,302.31
Sargodha,Wheat,Sandy,4.9,25.0,9508253.26,39.7
Hyderabad,Sugarcane,Loam,1.14,30.0,1199810.58,2.89
Bahawalpur,Sugarcane,Sandy,2.61,20.0,4622066.16,60.96
Hyderabad,Maize,Clay,12.78,15.0,10263160.26,48.39
Sargodha,Rice,Clay,19.97,10.0,24170783.24,264.3
Hyderabad,Maize,Clay,1.24,30.0,1044115.49,2.6
Faisalabad,Sugarcane,Loam,4.84,15.0,3105280.05,43.67
Bahawalpur,Wheat,Sandy,6.59,7.5,11563668.62,413.04
Sukkur,Rice,Sandy,5.07,10.0,11625204.22,105.2
Sukkur,Sugarcane,Sandy,16.3,30.0,35264394.03,106.07
Faisalabad,Sugarcane,Sandy,16.43,25.0,26333495.09,234.51
Faisalabad,Cotton,Clay,2.6,15.0,2093052.48,31.17
Sukkur,Maize,Clay,1.2,10.0,872415.63,7.88
Sargodha,Sugarcane,Clay,2.88,20.0,3234939.38,18.3
Sukkur,Maize,Sandy,2.65,30.0,3893229.26,11.56
Sukkur,Cotton,Clay,19.42,10.0,17278238.17,152.42
Faisalabad,Sugarcane,Sandy,3.24,25.0,6036572.47,52.96
Bahawalpur,Cotton,Loam,14.82,50.0,14535160.96,82.08
Bahawalpur,Cotton,Loam,1.72,40.0,1810316.53,12.09
Hyderabad,Cotton,Loam,6.06,20.0,7406401.87,25.4
Multan,Cotton,Clay,4.31,50.0,3447308.62,9.54
Multan,Cotton,Sandy,4.5,25.0,9065582.48,52.76
Sukkur,Wheat,Clay,18.96,20.0,15667377.74,69.03
Faisalabad,Sugarcane,Loam,11.24,5.0,12303817.37,523.06
Sukkur,Sugarcane,Sandy,16.79,10.0,26196756.03,242.28
Lahore,Wheat,Clay,19.75,5.0,13975080.6,643.13
Sargodha,Wheat,Loam,5.65,10.0,5590552.75,57.52
Sukkur,Sugarcane,Clay,16.77,5.0,22461603.68,397.68
Lahore,Cotton,Clay,13.54,7.5,10790836.52,349.81
Hyderabad,Wheat,Loam,2.55,40.0,2881255.35,5.47
Sargodha,Cotton,Sandy,10.78,40.0,11532292.02,31.73
Sukkur,Cotton,Loam,10.93,7.5,13513406.29,168.63
Lahore,Rice,Sandy,7.22,30.0,13527236.33,110.23
Sargodha,Sugarcane,Loam,19.56,30.0,32589845.48,116.64
Bahawalpur,Rice,Clay,19.49,7.5,23591041.89,838.05
Hyderabad,Rice,Clay,16.13,25.0,17637116.63,50.06
Multan,Rice,Sandy,18.37,7.5,33106830.32,605.2
Multan,Wheat,Loam,10.42,10.0,10109832.04,149.58
Sargodha,Sugarcane,Clay,9.51,20.0,10089821.13,56.62
Sargodha,Rice,Loam,13.79,25.0,24285423.44,103.48
Sukkur,Sugarcane,Clay,14.26,5.0,14737254.03,263.61
Hyderabad,Rice,Sandy,5.3,40.0,9861277.73,18.72
Faisalabad,Sugarcane,Loam,19.1,30.0,27746001.45,195.24
Faisalabad,Sugarcane,Clay,8.36,30.0,10844889.85,80.58
Sargodha,Cotton,Loam,5.7,7.5,6815149.63,103.04
Lahore,Wheat,Loam,9.21,40.0,9338092.1,54.24
Multan,Wheat,Clay,1.81,10.0,1931025.17,28.58
Lahore,Cotton,Loam,16.59,50.0,22015205.85,106.11
Bahawalpur,Rice,Loam,1.87,50.0,2639769.0,13.86
Sargodha,Rice,Loam,18.22,7.5,23847053.97,357.9
Bahawalpur,Maize,Clay,17.91,7.5,12842715.29,484.86
Hyderabad,Sugarcane,Sandy,14.84,25.0,24790977.6,72.33
Sukkur,Sugarcane,Sandy,10.65,25.0,20099048.45,69.25
Lahore,Rice,Clay,14.26,40.0,17003926.06,96.61
Multan,Cotton,Sandy,6.0,20.0,9159716.69,68.24
Multan,Cotton,Clay,12.05,30.0,13682656.77,69.08
Hyderabad,Cotton,Clay,18.51,30.0,16040364.57,39.77
Multan,Cotton,Sandy,18.54,50.0,27687927.92,76.4
Lahore,Sugarcane,Clay,6.97,15.0,7035734.45,114.25
Bahawalpur,Maize,Clay,17.49,25.0,13927194.96,144.37
Hyderabad,Rice,Loam,2.14,25.0,2913880.19,8.23
Multan,Maize,Loam,10.62,10.0,9747341.39,142.22
Hyderabad,Sugarcane,Sandy,17.71,10.0,44194514.68,317.91
Sargodha,Maize,Loam,17.55,15.0,18268867.07,132.23
Lahore,Rice,Sandy,5.52,7.5,11925274.65,370.02
Hyderabad,Cotton,Sandy,12.64,5.0,18835166.79,277.61
Sukkur,Maize,Sandy,15.05,15.0,21393048.93,127.33
Faisalabad,Maize,Sandy,11.54,5.0,16804618.92,713.56
Sukkur,Rice,Clay,12.7,20.0,20498254.73,93.89
Hyderabad,Cotton,Clay,5.24,7.5,6298124.25,58.16
Faisalabad,Rice,Clay,8.76,40.0,9938076.2,51.2
Faisalabad,Rice,Clay,12.14,10.0,14598332.29,313.64
Hyderabad,Maize,Clay,18.43,5.0,15599275.38,231.27
Bahawalpur,Sugarcane,Clay,17.82,10.0,22657387.18,595.93
Sukkur,Sugarcane,Sandy,12.51,20.0,22861268.53,101.64
Multan,Cotton,Sandy,9.28,40.0,16121260.63,57.49
Sargodha,Cotton,Sandy,2.99,10.0,3833091.15,42.23
Faisalabad,Maize,Loam,2.33,15.0,2201667.94,31.44
Multan,Wheat,Clay,9.18,5.0,6666295.71,187.23
Lahore,Wheat,Sandy,19.96,30.0,28414859.89,223.32
Lahore,Wheat,Sandy,10.89,15.0,15057501.04,245.56
Sargodha,Maize,Loam,10.7,20.0,9814788.77,51.46
Hyderabad,Wheat,Loam,16.8,20.0,15305123.03,53.82
Hyderabad,Sugarcane,Loam,4.95,40.0,6563008.7,12.33
Bahawalpur,Sugarcane,Loam,15.84,15.0,19738872.3,363.22
Faisalabad,Rice,Loam,13.97,7.5,17933954.91,537.8
Bahawalpur,Maize,Sandy,17.29,25.0,24449160.95,277.88
Bahawalpur,Rice,Loam,16.84,50.0,18278030.55,97.25
Sargodha,Cotton,Sandy,11.89,50.0,15426720.57,34.86
Bahawalpur,Maize,Clay,5.63,5.0,3760410.38,206.59
Bahawalpur,Cotton,Sandy,14.4,25.0,22641429.65,237.67
Sargodha,Rice,Clay,10.88,15.0,12337155.24,93.67
Bahawalpur,Rice,Loam,2.31,10.0,3629590.21,98.27
Bahawalpur,Rice,Clay,19.11,5.0,24373527.76,1333.35
Multan,Cotton,Sandy,6.31,15.0,12372198.5,124.32
Multan,Maize,Clay,15.96,20.0,15324000.93,109.91
Faisalabad,Rice,Sandy,19.79,5.0,45513524.19,1894.56
Faisalabad,Sugarcane,Loam,10.86,50.0,17590264.58,79.08
Multan,Cotton,Sandy,4.38,10.0,6395077.97,96.07
Sargodha,Rice,Loam,12.83,40.0,17809001.1,48.02
Lahore,Sugarcane,Sandy,16.77,7.5,34504398.35,1118.5
Hyderabad,Sugarcane,Sandy,15.81,30.0,33809573.87,83.79
Multan,Maize,Loam,9.84,20.0,10522251.03,75.29
Sukkur,Rice,Loam,1.37,40.0,1925513.85,4.12
Bahawalpur,Cotton,Sandy,18.23,50.0,28294669.23,148.61
Faisalabad,Rice,Sandy,9.41,10.0,13072299.57,281.01
Lahore,Cotton,Sandy,12.06,10.0,18732389.19,444.84
Lahore,Sugarcane,Sandy,5.21,7.5,11846551.84,368.14
Hyderabad,Wheat,Loam,3.84,10.0,3816125.57,28.23
Sukkur,Wheat,Loam,5.48,10.0,7674361.43,67.8
Sargodha,Maize,Loam,16.68,25.0,16552838.61,74.35
Sukkur,Maize,Loam,2.21,7.5,1931300.35,22.76
Hyderabad,Rice,Clay,19.97,10.0,22176938.48,159.97
Multan,Maize,Clay,2.4,10.0,2014559.61,30.43
Bahawalpur,Cotton,Sandy,2.42,5.0,4221853.28,230.55
Bahawalpur,Maize,Loam,4.57,25.0,3406276.37,37.89
Multan,Wheat,Clay,3.45,10.0,3812363.52,53.86
Hyderabad,Wheat,Sandy,3.25,50.0,5076426.16,7.7
Multan,Sugarcane,Clay,8.83,5.0,10533592.08,315.46
Hyderabad,Cotton,Clay,5.27,7.5,4604156.35,42.11
Sukkur,Sugarcane,Loam,16.17,7.5,20641688.57,253.53
Faisalabad,Rice,Sandy,16.1,7.5,32459956.94,942.03
Multan,Maize,Loam,14.18,5.0,12533527.04,368.11
Bahawalpur,Wheat,Clay,10.01,10.0,7585609.41,213.79
Lahore,Rice,Loam,6.85,15.0,9954084.29,163.13
Sukkur,Cotton,Loam,17.37,25.0,21218373.39,73.68
Lahore,Rice,Sandy,13.55,50.0,23861380.79,113.44
Sukkur,Sugarcane,Sandy,18.46,5.0,37936068.42,712.77
Sargodha,Sugarcane,Sandy,16.18,20.0,35675298.29,200.01
Multan,Cotton,Sandy,13.98,25.0,21256415.94,124.49
Bahawalpur,Cotton,Loam,8.78,7.5,8702801.89,299.45
Sargodha,Cotton,Loam,11.64,50.0,15902459.02,34.03
Faisalabad,Wheat,Sandy,11.65,30.0,16154553.63,117.53
Faisalabad,Sugarcane,Clay,13.7,10.0,15332720.82,333.0
Faisalabad,Wheat,Clay,2.35,50.0,2015998.81,9.12
Sukkur,Cotton,Sandy,9.7,30.0,16446796.55,49.74
Bahawalpur,Sugarcane,Loam,11.82,10.0,13052384.69,344.93
Multan,Wheat,Clay,17.0,50.0,8956067.61,25.63
Faisalabad,Wheat,Sandy,1.57,5.0,2501301.15,110.1
Hyderabad,Cotton,Sandy,11.24,50.0,16950774.8,23.7
Lahore,Maize,Loam,13.19,15.0,12847247.0,191.25
Sargodha,Cotton,Loam,18.75,15.0,23456376.29,167.29
Sukkur,Rice,Loam,16.25,15.0,24302390.91,153.27
Sukkur,Maize,Loam,16.49,5.0,17086676.13,297.56
Sukkur,Maize,Sandy,9.38,10.0,12942697.65,118.37
Hyderabad,Sugarcane,Sandy,3.34,30.0,7070538.07,17.64
Faisalabad,Maize,Sandy,8.88,20.0,14927246.04,158.47
Hyderabad,Cotton,Sandy,5.83,5.0,11645989.34,160.31
Bahawalpur,Rice,Clay,18.02,25.0,20079284.53,211.66
Lahore,Cotton,Loam,2.49,7.5,3443000.88,103.74
Sukkur,Maize,Sandy,12.27,7.5,15471261.86,182.18
Multan,Rice,Sandy,19.73,5.0,26378614.38,769.46
Multan,Sugarcane,Loam,2.82,30.0,3165870.61,15.29
Lahore,Maize,Loam,18.54,5.0,18373885.73,874.88
Hyderabad,Rice,Clay,18.83,30.0,20688195.61,51.67
Sargodha,Maize,Loam,2.01,10.0,2439569.43,26.17
Sukkur,Cotton,Loam,2.95,25.0,2302160.48,8.66
Sukkur,Maize,Sandy,10.43,5.0,11931978.33,209.11
Lahore,Rice,Sandy,4.08,50.0,9736792.17,44.68
Sargodha,Wheat,Loam,6.55,40.0,5903724.17,16.65
Multan,Sugarcane,Loam,13.43,7.5,18342964.7,365.71
Faisalabad,Sugarcane,Loam,12.52,5.0,19227958.95,857.05
Faisalabad,Maize,Sandy,14.05,30.0,21488862.29,159.81
Multan,Maize,Sandy,9.17,10.0,11142194.61,162.75
Faisalabad,Sugarcane,Loam,3.82,15.0,5009577.76,75.13
Lahore,Wheat,Clay,11.52,10.0,12536572.27,298.41
Faisalabad,Cotton,Loam,9.18,15.0,11971586.34,171.58
Lahore,Maize,Clay,15.09,10.0,14004448.21,342.85
Faisalabad,Wheat,Loam,3.1,15.0,2769283.15,41.6
Bahawalpur,Sugarcane,Loam,17.22,5.0,23202142.57,1207.82
Sargodha,Sugarcane,Sandy,7.12,5.0,13560886.59,289.51
Bahawalpur,Sugarcane,Clay,3.63,20.0,5293323.35,74.27
Multan,Cotton,Sandy,18.96,25.0,36556211.26,210.2
Hyderabad,Maize,Sandy,18.83,7.5,25772395.08,242.0
Bahawalpur,Rice,Loam,3.48,20.0,5709679.7,74.08
Faisalabad,Rice,Clay,6.44,25.0,8280961.2,75.44
Faisalabad,Rice,Loam,11.47,5.0,11622685.29,485.0
Faisalabad,Cotton,Sandy,12.95,10.0,22741061.65,471.7
Hyderabad,Rice,Loam,13.46,40.0,18108822.48,31.8
Faisalabad,Wheat,Clay,5.36,30.0,4978364.85,36.81
Bahawalpur,Sugarcane,Sandy,10.68,50.0,16678634.42,91.87
Lahore,Maize,Clay,1.28,5.0,1124026.31,54.38
Sukkur,Wheat,Clay,8.58,50.0,6722962.75,12.65
Hyderabad,Maize,Sandy,11.9,30.0,14864174.83,37.11
Sargodha,Cotton,Clay,12.85,50.0,13246319.91,29.45
Faisalabad,Cotton,Sandy,10.79,20.0,15717269.22,177.86
Sargodha,Cotton,Sandy,19.73,50.0,33651326.23,71.3
Bahawalpur,Maize,Sandy,13.75,30.0,19581454.61,168.0
Multan,Rice,Loam,16.01,50.0,14810309.5,41.04
Faisalabad,Cotton,Clay,18.33,20.0,20432568.63,226.97
Sukkur,Cotton,Sandy,16.95,40.0,24731996.02,58.71
Faisalabad,Rice,Loam,4.28,30.0,7171584.08,49.97
Multan,Cotton,Loam,10.08,25.0,14567887.49,86.0
Bahawalpur,Sugarcane,Loam,5.58,25.0,7049921.67,78.88
Sargodha,Maize,Clay,18.81,7.5,15694537.79,232.0
Lahore,Rice,Sandy,4.28,30.0,8211887.68,63.31
Sukkur,Cotton,Sandy,18.68,50.0,23000450.62,39.38
Sargodha,Sugarcane,Loam,17.23,30.0,18897736.76,66.07
Bahawalpur,Cotton,Clay,18.09,7.5,9809958.78,339.47
Lahore,Wheat,Loam,11.33,5.0,11006586.99,534.25
